,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt,,low,,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
8030,,,,,産前,1,,,,,,,,,,,,,
8031,,,,,トレーニング,1,,,,,,,,,,,,,
8032,,,,,運動部,1,,,,,,,,,,,,,
8033,,,,,ドクター,1,,,,,,,,,,,,,
8034,,,,,集合体,1,,,,,,,,,,,,,
8035,,,,,乙夜,1,,,,,,,,,,,,,
8036,,,,,るか,1,,,,,,,,,,,,,
8037,,,,,ひととき,1,,,,,,,,,,,,,
8038,,,,,性能,1,,,,,,,,,,,,,
8039,,,,,巨大地震,1,,,,,,,,,,,,,
8040,,,,,大津波,1,,,,,,,,,,,,,
8041,,,,,死亡事故,1,,,,,,,,,,,,,
8042,,,,,ダイヤ,1,,,,,,,,,,,,,
8043,,,,,環境性能,1,,,,,,,,,,,,,
8044,,,,,3月14日,1,,,,,,,,,,,,,
8045,,,,,待ち,1,,,,,,,,,,,,,
8046,,,,,最短,1,,,,,,,,,,,,,
8047,,,,,八分,1,,,,,,,,,,,,,
8048,,,,,西田,1,,,,,,,,,,,,,
8049,,,,,定評,1,,,,,,,,,,,,,
8050,,,,,商業地域,1,,,,,,,,,,,,,
8051,,,,,隣接,1,,,,,,,,,,,,,
8052,,,,,配付,1,,,,,,,,,,,,,
8053,,,,,地域通貨,1,,,,,,,,,,,,,
8054,,,,,付き,1,,,,,,,,,,,,,
8055,,,,,ヘリ,1,,,,,,,,,,,,,
8056,,,,,運航,1,,,,,,,,,,,,,
8057,,,,,操縦士,1,,,,,,,,,,,,,
8058,,,,,代表質問,1,,,,,,,,,,,,,
8059,,,,,航空大学校,1,,,,,,,,,,,,,
8060,,,,,ノーマライゼーション,1,,,,,,,,,,,,,
8061,,,,,共生,1,,,,,,,,,,,,,
8062,,,,,障害者スポーツ,1,,,,,,,,,,,,,
8063,,,,,永田町,1,,,,,,,,,,,,,
8064,,,,,敬服,1,,,,,,,,,,,,,
8065,,,,,統治機構,1,,,,,,,,,,,,,
8066,,,,,ミュンヘン,1,,,,,,,,,,,,,
8067,,,,,2月3日,1,,,,,,,,,,,,,
8068,,,,,内閣危機管理監,1,,,,,,,,,,,,,
8069,,,,,ロンドン,1,,,,,,,,,,,,,
8070,,,,,不穏,1,,,,,,,,,,,,,
8071,,,,,水際,1,,,,,,,,,,,,,
8072,,,,,取締り,1,,,,,,,,,,,,,
8073,,,,,Newclear,1,,,,,,,,,,,,,
8074,,,,,NBC,1,,,,,,,,,,,,,
8075,,,,,前期,1,,,,,,,,,,,,,
8076,,,,,元気です。,1,,,,,,,,,,,,,
8077,,,,,大都市圏,1,,,,,,,,,,,,,
8078,,,,,オーライ,1,,,,,,,,,,,,,
8079,,,,,ニッポン,1,,,,,,,,,,,,,
8080,,,,,在日,1,,,,,,,,,,,,,
8081,,,,,米軍用,1,,,,,,,,,,,,,
8082,,,,,陸路,1,,,,,,,,,,,,,
8083,,,,,消失,1,,,,,,,,,,,,,
8084,,,,,サンゴ礁,1,,,,,,,,,,,,,
8085,,,,,移植,1,,,,,,,,,,,,,
8086,,,,,ボーリング調査,1,,,,,,,,,,,,,
8087,,,,,故障,1,,,,,,,,,,,,,
8088,,,,,着陸,1,,,,,,,,,,,,,
8089,,,,,運搬船,1,,,,,,,,,,,,,
8090,,,,,係留,1,,,,,,,,,,,,,
8091,,,,,係船,1,,,,,,,,,,,,,
8092,,,,,直接民主主義,1,,,,,,,,,,,,,
8093,,,,,凍結,1,,,,,,,,,,,,,
8094,,,,,健康保険,1,,,,,,,,,,,,,
8095,,,,,資産額,1,,,,,,,,,,,,,
8096,,,,,債務超過,1,,,,,,,,,,,,,
8097,,,,,民業,1,,,,,,,,,,,,,
8098,,,,,リスクマネー,1,,,,,,,,,,,,,
8099,,,,,郵便,1,,,,,,,,,,,,,
8100,,,,,貯金,1,,,,,,,,,,,,,
8101,,,,,NTT,1,,,,,,,,,,,,,
8102,,,,,公共性,1,,,,,,,,,,,,,
8103,,,,,国営,1,,,,,,,,,,,,,
8104,,,,,郵政株,1,,,,,,,,,,,,,
8105,,,,,復興特別所得税,1,,,,,,,,,,,,,
8106,,,,,開催都市,1,,,,,,,,,,,,,
8107,,,,,中央値,1,,,,,,,,,,,,,
8108,,,,,持家,1,,,,,,,,,,,,,
8109,,,,,旅館業法,1,,,,,,,,,,,,,
8110,,,,,胸先,1,,,,,,,,,,,,,
8111,,,,,三寸,1,,,,,,,,,,,,,
8112,,,,,利便,1,,,,,,,,,,,,,
8113,,,,,企業価値,1,,,,,,,,,,,,,
8114,,,,,同種,1,,,,,,,,,,,,,
8115,,,,,住宅ローン,1,,,,,,,,,,,,,
8116,,,,,因果関係,1,,,,,,,,,,,,,
8117,,,,,内閣総理大臣賞,1,,,,,,,,,,,,,
8118,,,,,Respect!,1,,,,,,,,,,,,,
8119,,,,,大賞,1,,,,,,,,,,,,,
8120,,,,,刺激,1,,,,,,,,,,,,,
8121,,,,,同感,1,,,,,,,,,,,,,
8122,,,,,右側,1,,,,,,,,,,,,,
8123,,,,,アール,1,,,,,,,,,,,,,
8124,,,,,日本的,1,,,,,,,,,,,,,
8125,,,,,プラットホーム,1,,,,,,,,,,,,,
8126,,,,,人口分布,1,,,,,,,,,,,,,
8127,,,,,有権者,1,,,,,,,,,,,,,
8128,,,,,司法,1,,,,,,,,,,,,,
8129,,,,,総和,1,,,,,,,,,,,,,
8130,,,,,アドバイザ,1,,,,,,,,,,,,,
8131,,,,,利方,1,,,,,,,,,,,,,
8132,,,,,今ちゃん,1,,,,,,,,,,,,,
8133,,,,,回転,1,,,,,,,,,,,,,
8134,,,,,ボトム,1,,,,,,,,,,,,,
8135,,,,,バブル崩壊,1,,,,,,,,,,,,,
8136,,,,,貸し剥がし,1,,,,,,,,,,,,,
8137,,,,,一四,1,,,,,,,,,,,,,
8138,,,,,法人向け,1,,,,,,,,,,,,,
8139,,,,,貸し出し,1,,,,,,,,,,,,,
8140,,,,,高まり,1,,,,,,,,,,,,,
8141,,,,,円高方向,1,,,,,,,,,,,,,
8142,,,,,キヤノン,1,,,,,,,,,,,,,
8143,,,,,東レ,1,,,,,,,,,,,,,
8144,,,,,対日投資,1,,,,,,,,,,,,,
8145,,,,,頭打ち,1,,,,,,,,,,,,,
8146,,,,,一二,1,,,,,,,,,,,,,
8147,,,,,二四,1,,,,,,,,,,,,,
8148,,,,,キャスター,1,,,,,,,,,,,,,
8149,,,,,取り上げ,1,,,,,,,,,,,,,
8150,,,,,政治課題,1,,,,,,,,,,,,,
8151,,,,,文化庁,1,,,,,,,,,,,,,
8152,,,,,特出,1,,,,,,,,,,,,,
8153,,,,,農作業,1,,,,,,,,,,,,,
8154,,,,,消防団,1,,,,,,,,,,,,,
8155,,,,,女性活躍推進,1,,,,,,,,,,,,,
8156,,,,,高等学校卒業程度認定試験,1,,,,,,,,,,,,,
8157,,,,,幼児期,1,,,,,,,,,,,,,
8158,,,,,影響下,1,,,,,,,,,,,,,
8159,,,,,新しい人権,1,,,,,,,,,,,,,
8160,,,,,ブレーン,1,,,,,,,,,,,,,
8161,,,,,マクロ経済学,1,,,,,,,,,,,,,
8162,,,,,トリクルダウン理論,1,,,,,,,,,,,,,
8163,,,,,グローバル企業,1,,,,,,,,,,,,,
8164,,,,,シャンペン,1,,,,,,,,,,,,,
8165,,,,,グラス,1,,,,,,,,,,,,,
8166,,,,,レセプション,1,,,,,,,,,,,,,
8167,,,,,おととい,1,,,,,,,,,,,,,
8168,,,,,乳製品,1,,,,,,,,,,,,,
8169,,,,,中央政府,1,,,,,,,,,,,,,
8170,,,,,パートナーシップ,1,,,,,,,,,,,,,
8171,,,,,最終日,1,,,,,,,,,,,,,
8172,,,,,開発政策,1,,,,,,,,,,,,,
8173,,,,,民主国家,1,,,,,,,,,,,,,
8174,,,,,堀井,1,,,,,,,,,,,,,
8175,,,,,滝波,1,,,,,,,,,,,,,
8176,,,,,カリフォルニア州,1,,,,,,,,,,,,,
8177,,,,,州議会,1,,,,,,,,,,,,,
8178,,,,,公式訪問,1,,,,,,,,,,,,,
8179,,,,,アジア・アフリカ会議,1,,,,,,,,,,,,,
8180,,,,,社会的存在,1,,,,,,,,,,,,,
8181,,,,,松下幸之助,1,,,,,,,,,,,,,
8182,,,,,累進課税,1,,,,,,,,,,,,,
8183,,,,,長者番付,1,,,,,,,,,,,,,
8184,,,,,松下,1,,,,,,,,,,,,,
8185,,,,,三原じゅん子,1,,,,,,,,,,,,,
8186,,,,,正義,1,,,,,,,,,,,,,
8187,,,,,領事,1,,,,,,,,,,,,,
8188,,,,,注意喚起,1,,,,,,,,,,,,,
8189,,,,,要点,1,,,,,,,,,,,,,
8190,,,,,田布施町,1,,,,,,,,,,,,,
8191,,,,,ベテラン,1,,,,,,,,,,,,,
8192,,,,,漁師,1,,,,,,,,,,,,,
8193,,,,,一夜,1,,,,,,,,,,,,,
8194,,,,,冷凍,1,,,,,,,,,,,,,
8195,,,,,フライ,1,,,,,,,,,,,,,
8196,,,,,マイナー,1,,,,,,,,,,,,,
8197,,,,,瀬戸内海,1,,,,,,,,,,,,,
8198,,,,,シェフ,1,,,,,,,,,,,,,
8199,,,,,イタリアン,1,,,,,,,,,,,,,
8200,,,,,市場関係者,1,,,,,,,,,,,,,
8201,,,,,フグ,1,,,,,,,,,,,,,
8202,,,,,水産,1,,,,,,,,,,,,,
8203,,,,,養殖業,1,,,,,,,,,,,,,
8204,,,,,社会保障制度改革推進会議,1,,,,,,,,,,,,,
8205,,,,,累計,1,,,,,,,,,,,,,
8206,,,,,全壊,1,,,,,,,,,,,,,
8207,,,,,追悼,1,,,,,,,,,,,,,
8208,,,,,人として,1,,,,,,,,,,,,,
8209,,,,,神戸,1,,,,,,,,,,,,,
8210,,,,,青春時代,1,,,,,,,,,,,,,
8211,,,,,思い出,1,,,,,,,,,,,,,
8212,,,,,殺害事件,1,,,,,,,,,,,,,
8213,,,,,セーフティー,1,,,,,,,,,,,,,
8214,,,,,スクール,1,,,,,,,,,,,,,
8215,,,,,池田小学校,1,,,,,,,,,,,,,
8216,,,,,大阪教育大学,1,,,,,,,,,,,,,
8217,,,,,総称,1,,,,,,,,,,,,,
8218,,,,,名目所,1,,,,,,,,,,,,,
8219,,,,,締め,1,,,,,,,,,,,,,
8220,,,,,経済財政政策,1,,,,,,,,,,,,,
8221,,,,,不健全,1,,,,,,,,,,,,,
8222,,,,,インフレ率,1,,,,,,,,,,,,,
8223,,,,,今塩,1,,,,,,,,,,,,,
8224,,,,,今半,1,,,,,,,,,,,,,
8225,,,,,フローとストック,1,,,,,,,,,,,,,
8226,,,,,個人献金,1,,,,,,,,,,,,,
8227,,,,,用途,1,,,,,,,,,,,,,
8228,,,,,条例改正,1,,,,,,,,,,,,,
8229,,,,,分上,1,,,,,,,,,,,,,
8230,,,,,労働三権,1,,,,,,,,,,,,,
8231,,,,,採用抑制,1,,,,,,,,,,,,,
8232,,,,,震災復興,1,,,,,,,,,,,,,
8233,,,,,政権与党,1,,,,,,,,,,,,,
8234,,,,,一理,1,,,,,,,,,,,,,
8235,,,,,ファンダメンタルズ,1,,,,,,,,,,,,,
8236,,,,,旅行客,1,,,,,,,,,,,,,
8237,,,,,五百,1,,,,,,,,,,,,,
8238,,,,,不得手,1,,,,,,,,,,,,,
8239,,,,,原材料費,1,,,,,,,,,,,,,
8240,,,,,臆測,1,,,,,,,,,,,,,
8241,,,,,日本の観光,1,,,,,,,,,,,,,
8242,,,,,マンハッタン,1,,,,,,,,,,,,,
8243,,,,,企業買収,1,,,,,,,,,,,,,
8244,,,,,無差別,1,,,,,,,,,,,,,
8245,,,,,錯覚,1,,,,,,,,,,,,,
8246,,,,,ルーブル,1,,,,,,,,,,,,,
8247,,,,,過言,1,,,,,,,,,,,,,
8248,,,,,エコノミスト,1,,,,,,,,,,,,,
8249,,,,,読み,1,,,,,,,,,,,,,
8250,,,,,欠損金の繰越控除,1,,,,,,,,,,,,,
8251,,,,,丸山,1,,,,,,,,,,,,,
8252,,,,,突発,1,,,,,,,,,,,,,
8253,,,,,税調,1,,,,,,,,,,,,,
8254,,,,,三極,1,,,,,,,,,,,,,
8255,,,,,関東,1,,,,,,,,,,,,,
8256,,,,,小松市,1,,,,,,,,,,,,,
8257,,,,,準備金,1,,,,,,,,,,,,,
8258,,,,,後発品,1,,,,,,,,,,,,,
8259,,,,,医者,1,,,,,,,,,,,,,
8260,,,,,保険医,1,,,,,,,,,,,,,
8261,,,,,デフレスパイラル,1,,,,,,,,,,,,,
8262,,,,,求人倍率,1,,,,,,,,,,,,,
8263,,,,,中期的,1,,,,,,,,,,,,,
8264,,,,,確率,1,,,,,,,,,,,,,
8265,,,,,治験,1,,,,,,,,,,,,,
8266,,,,,尊厳,1,,,,,,,,,,,,,
8267,,,,,判断力,1,,,,,,,,,,,,,
8268,,,,,質的,1,,,,,,,,,,,,,
8269,,,,,累進,1,,,,,,,,,,,,,
8270,,,,,含み,1,,,,,,,,,,,,,
8271,,,,,ごらん,1,,,,,,,,,,,,,
8272,,,,,論調,1,,,,,,,,,,,,,
8273,,,,,論破,1,,,,,,,,,,,,,
8274,,,,,文句,1,,,,,,,,,,,,,
8275,,,,,選挙運動,1,,,,,,,,,,,,,
8276,,,,,テレビ番組,1,,,,,,,,,,,,,
8277,,,,,考える人,1,,,,,,,,,,,,,
8278,,,,,傍聴席,1,,,,,,,,,,,,,
8279,,,,,アナウンサー,1,,,,,,,,,,,,,
8280,,,,,政治決断,1,,,,,,,,,,,,,
8281,,,,,地政学的リスク,1,,,,,,,,,,,,,
8282,,,,,お手伝い,1,,,,,,,,,,,,,
8283,,,,,竹下,1,,,,,,,,,,,,,
8284,,,,,維新,1,,,,,,,,,,,,,
8285,,,,,全面禁止,1,,,,,,,,,,,,,
8286,,,,,ダイレクト,1,,,,,,,,,,,,,
8287,,,,,公認会計士,1,,,,,,,,,,,,,
8288,,,,,農林中金,1,,,,,,,,,,,,,
8289,,,,,信連,1,,,,,,,,,,,,,
8290,,,,,二条,1,,,,,,,,,,,,,
8291,,,,,収受,1,,,,,,,,,,,,,
8292,,,,,公明正大,1,,,,,,,,,,,,,
8293,,,,,公職,1,,,,,,,,,,,,,
8294,,,,,清廉,1,,,,,,,,,,,,,
8295,,,,,自粛,1,,,,,,,,,,,,,
8296,,,,,各人,1,,,,,,,,,,,,,
8297,,,,,上村,1,,,,,,,,,,,,,
8298,,,,,遼太,1,,,,,,,,,,,,,
8299,,,,,親御,1,,,,,,,,,,,,,
8300,,,,,少年,1,,,,,,,,,,,,,
8301,,,,,手だて,1,,,,,,,,,,,,,
8302,,,,,文部科学副大臣,1,,,,,,,,,,,,,
8303,,,,,小中学校,1,,,,,,,,,,,,,
8304,,,,,救い,1,,,,,,,,,,,,,
8305,,,,,教育現場,1,,,,,,,,,,,,,
8306,,,,,難問,1,,,,,,,,,,,,,
8307,,,,,水産加工業,1,,,,,,,,,,,,,
8308,,,,,売上,1,,,,,,,,,,,,,
8309,,,,,3月1日,1,,,,,,,,,,,,,
8310,,,,,福島県知事,1,,,,,,,,,,,,,
8311,,,,,大熊,1,,,,,,,,,,,,,
8312,,,,,双葉,1,,,,,,,,,,,,,
8313,,,,,町長,1,,,,,,,,,,,,,
8314,,,,,大学生,1,,,,,,,,,,,,,
8315,,,,,都市圏,1,,,,,,,,,,,,,
8316,,,,,仕送り,1,,,,,,,,,,,,,
8317,,,,,地元産,1,,,,,,,,,,,,,
8318,,,,,私学助成,1,,,,,,,,,,,,,
8319,,,,,北海道夕張市,1,,,,,,,,,,,,,
8320,,,,,炭鉱,1,,,,,,,,,,,,,
8321,,,,,閉山,1,,,,,,,,,,,,,
8322,,,,,炭層,1,,,,,,,,,,,,,
8323,,,,,メタンガス,1,,,,,,,,,,,,,
8324,,,,,人材派遣,1,,,,,,,,,,,,,
8325,,,,,領有,1,,,,,,,,,,,,,
8326,,,,,実効支配,1,,,,,,,,,,,,,
8327,,,,,しょうが,1,,,,,,,,,,,,,
8328,,,,,2月23日,1,,,,,,,,,,,,,
8329,,,,,公人,1,,,,,,,,,,,,,
8330,,,,,文民統制,1,,,,,,,,,,,,,
8331,,,,,内部部局,1,,,,,,,,,,,,,
8332,,,,,不動,1,,,,,,,,,,,,,
8333,,,,,理路整然,1,,,,,,,,,,,,,
8334,,,,,小川淳也,1,,,,,,,,,,,,,
8335,,,,,連覇,1,,,,,,,,,,,,,
8336,,,,,聖地,1,,,,,,,,,,,,,
8337,,,,,シンボル,1,,,,,,,,,,,,,
8338,,,,,医療保険制度改革,1,,,,,,,,,,,,,
8339,,,,,国務,1,,,,,,,,,,,,,
8340,,,,,外交関係,1,,,,,,,,,,,,,
8341,,,,,形容詞,1,,,,,,,,,,,,,
8342,,,,,名詞,1,,,,,,,,,,,,,
8343,,,,,気まま,1,,,,,,,,,,,,,
8344,,,,,貴札,1,,,,,,,,,,,,,
8345,,,,,連合国軍総司令部,1,,,,,,,,,,,,,
8346,,,,,立法機関,1,,,,,,,,,,,,,
8347,,,,,司令部,1,,,,,,,,,,,,,
8348,,,,,防衛装備移転三原則,1,,,,,,,,,,,,,
8349,,,,,総合政策,1,,,,,,,,,,,,,
8350,,,,,共同開発,1,,,,,,,,,,,,,
8351,,,,,無制限,1,,,,,,,,,,,,,
8352,,,,,実例,1,,,,,,,,,,,,,
8353,,,,,高まったり,1,,,,,,,,,,,,,
8354,,,,,軍需産業,1,,,,,,,,,,,,,
8355,,,,,日本の政治,1,,,,,,,,,,,,,
8356,,,,,防衛産業,1,,,,,,,,,,,,,
8357,,,,,肥大化,1,,,,,,,,,,,,,
8358,,,,,主体性,1,,,,,,,,,,,,,
8359,,,,,踏襲,1,,,,,,,,,,,,,
8360,,,,,人事委員会,1,,,,,,,,,,,,,
8361,,,,,人事評価,1,,,,,,,,,,,,,
8362,,,,,任命権者,1,,,,,,,,,,,,,
8363,,,,,給与水準,1,,,,,,,,,,,,,
8364,,,,,早期退職,1,,,,,,,,,,,,,
8365,,,,,募集,1,,,,,,,,,,,,,
8366,,,,,驚き,1,,,,,,,,,,,,,
8367,,,,,派閥,1,,,,,,,,,,,,,
8368,,,,,中選挙区,1,,,,,,,,,,,,,
8369,,,,,眼中,1,,,,,,,,,,,,,
8370,,,,,無所属,1,,,,,,,,,,,,,
8371,,,,,政見放送,1,,,,,,,,,,,,,
8372,,,,,バブル経済,1,,,,,,,,,,,,,
8373,,,,,景気対策,1,,,,,,,,,,,,,
8374,,,,,地方債,1,,,,,,,,,,,,,
8375,,,,,義務的,1,,,,,,,,,,,,,
8376,,,,,コンクリートから人へ,1,,,,,,,,,,,,,
8377,,,,,キャッチフレーズ,1,,,,,,,,,,,,,
8378,,,,,底割れ,1,,,,,,,,,,,,,
8379,,,,,どんと,1,,,,,,,,,,,,,
8380,,,,,対極,1,,,,,,,,,,,,,
8381,,,,,福島原発,1,,,,,,,,,,,,,
8382,,,,,排水路,1,,,,,,,,,,,,,
8383,,,,,雨水,1,,,,,,,,,,,,,
8384,,,,,双肩,1,,,,,,,,,,,,,
8385,,,,,磯崎,1,,,,,,,,,,,,,
8386,,,,,仁彦,1,,,,,,,,,,,,,
8387,,,,,小林正夫,1,,,,,,,,,,,,,
8388,,,,,現実感,1,,,,,,,,,,,,,
8389,,,,,配電,1,,,,,,,,,,,,,
8390,,,,,総括原価方式,1,,,,,,,,,,,,,
8391,,,,,電気事業,1,,,,,,,,,,,,,
8392,,,,,発送電分離,1,,,,,,,,,,,,,
8393,,,,,電気事業者,1,,,,,,,,,,,,,
8394,,,,,河野義博,1,,,,,,,,,,,,,
8395,,,,,環境アセス,1,,,,,,,,,,,,,
8396,,,,,東徹,1,,,,,,,,,,,,,
8397,,,,,資源価格,1,,,,,,,,,,,,,
8398,,,,,使用済,1,,,,,,,,,,,,,
8399,,,,,有望,1,,,,,,,,,,,,,
8400,,,,,一般電気事業者,1,,,,,,,,,,,,,
8401,,,,,四月一日,1,,,,,,,,,,,,,
8402,,,,,託送,1,,,,,,,,,,,,,
8403,,,,,倉林明子,1,,,,,,,,,,,,,
8404,,,,,難易度,1,,,,,,,,,,,,,
8405,,,,,事故調査委員会,1,,,,,,,,,,,,,
8406,,,,,事故原因,1,,,,,,,,,,,,,
8407,,,,,実施主体,1,,,,,,,,,,,,,
8408,,,,,一時国有化,1,,,,,,,,,,,,,
8409,,,,,必死,1,,,,,,,,,,,,,
8410,,,,,同等,1,,,,,,,,,,,,,
8411,,,,,私募債,1,,,,,,,,,,,,,
8412,,,,,無配当,1,,,,,,,,,,,,,
8413,,,,,石炭火力発電,1,,,,,,,,,,,,,
8414,,,,,ガス料金,1,,,,,,,,,,,,,
8415,,,,,一般家庭,1,,,,,,,,,,,,,
8416,,,,,セット,1,,,,,,,,,,,,,
8417,,,,,都市ガス,1,,,,,,,,,,,,,
8418,,,,,分散型電源,1,,,,,,,,,,,,,
8419,,,,,財産権,1,,,,,,,,,,,,,
8420,,,,,上段,1,,,,,,,,,,,,,
8421,,,,,下段,1,,,,,,,,,,,,,
8422,,,,,生活必需品,1,,,,,,,,,,,,,
8423,,,,,横行,1,,,,,,,,,,,,,
8424,,,,,紙面,1,,,,,,,,,,,,,
8425,,,,,穏健派,1,,,,,,,,,,,,,
8426,,,,,イスラム,1,,,,,,,,,,,,,
8427,,,,,有志連合,1,,,,,,,,,,,,,
8428,,,,,ロケット弾,1,,,,,,,,,,,,,
8429,,,,,ロケット砲,1,,,,,,,,,,,,,
8430,,,,,船出,1,,,,,,,,,,,,,
8431,,,,,併存,1,,,,,,,,,,,,,
8432,,,,,スイッチ,1,,,,,,,,,,,,,
8433,,,,,廃案,1,,,,,,,,,,,,,
8434,,,,,一足飛び,1,,,,,,,,,,,,,
8435,,,,,長島,1,,,,,,,,,,,,,
8436,,,,,接続水域,1,,,,,,,,,,,,,
8437,,,,,海警,1,,,,,,,,,,,,,
8438,,,,,戦い,1,,,,,,,,,,,,,
8439,,,,,けり,1,,,,,,,,,,,,,
8440,,,,,招集,1,,,,,,,,,,,,,
8441,,,,,法理論,1,,,,,,,,,,,,,
8442,,,,,用語,1,,,,,,,,,,,,,
8443,,,,,イラン・イラク戦争,1,,,,,,,,,,,,,
8444,,,,,出口,1,,,,,,,,,,,,,
8445,,,,,差し障り,1,,,,,,,,,,,,,
8446,,,,,事細か,1,,,,,,,,,,,,,
8447,,,,,棄却,1,,,,,,,,,,,,,
8448,,,,,内科,1,,,,,,,,,,,,,
8449,,,,,経済上,1,,,,,,,,,,,,,
8450,,,,,状況判断,1,,,,,,,,,,,,,
8451,,,,,日進月歩,1,,,,,,,,,,,,,
8452,,,,,埋め立て,1,,,,,,,,,,,,,
8453,,,,,千年,1,,,,,,,,,,,,,
8454,,,,,常任理事国,1,,,,,,,,,,,,,
8455,,,,,朝鮮戦争,1,,,,,,,,,,,,,
8456,,,,,教示,1,,,,,,,,,,,,,
8457,,,,,上層,1,,,,,,,,,,,,,
8458,,,,,航空自衛隊,1,,,,,,,,,,,,,
8459,,,,,下層,1,,,,,,,,,,,,,
8460,,,,,深刻化,1,,,,,,,,,,,,,
8461,,,,,建造,1,,,,,,,,,,,,,
8462,,,,,敵基地攻撃,1,,,,,,,,,,,,,
8463,,,,,嘉手納飛行場,1,,,,,,,,,,,,,
8464,,,,,パトリオット,1,,,,,,,,,,,,,
8465,,,,,全弾,1,,,,,,,,,,,,,
8466,,,,,オペレーター,1,,,,,,,,,,,,,
8467,,,,,折り紙付き,1,,,,,,,,,,,,,
8468,,,,,旧来,1,,,,,,,,,,,,,
8469,,,,,武力攻撃事態法,1,,,,,,,,,,,,,
8470,,,,,予測事態,1,,,,,,,,,,,,,
8471,,,,,待機命令,1,,,,,,,,,,,,,
8472,,,,,連想,1,,,,,,,,,,,,,
8473,,,,,左派,1,,,,,,,,,,,,,
8474,,,,,兵員,1,,,,,,,,,,,,,
8475,,,,,加担,1,,,,,,,,,,,,,
8476,,,,,戦闘部隊,1,,,,,,,,,,,,,
8477,,,,,遺憾の意,1,,,,,,,,,,,,,
8478,,,,,トンキン湾,1,,,,,,,,,,,,,
8479,,,,,フセイン,1,,,,,,,,,,,,,
8480,,,,,三次,1,,,,,,,,,,,,,
8481,,,,,マニフェスト,1,,,,,,,,,,,,,
8482,,,,,さや,1,,,,,,,,,,,,,
8483,,,,,傾注,1,,,,,,,,,,,,,
8484,,,,,爆撃機,1,,,,,,,,,,,,,
8485,,,,,遠く,1,,,,,,,,,,,,,
8486,,,,,直接的,1,,,,,,,,,,,,,
8487,,,,,いいもの,1,,,,,,,,,,,,,
8488,,,,,バンドン会議,1,,,,,,,,,,,,,
8489,,,,,国葬,1,,,,,,,,,,,,,
8490,,,,,吉田内閣,1,,,,,,,,,,,,,
8491,,,,,反対論,1,,,,,,,,,,,,,
8492,,,,,北方,1,,,,,,,,,,,,,
8493,,,,,論理展開,1,,,,,,,,,,,,,
8494,,,,,大所高所,1,,,,,,,,,,,,,
8495,,,,,北平和,1,,,,,,,,,,,,,
8496,,,,,戦争放棄,1,,,,,,,,,,,,,
8497,,,,,お触れ,1,,,,,,,,,,,,,
8498,,,,,もうこ,1,,,,,,,,,,,,,
8499,,,,,綿密,1,,,,,,,,,,,,,
8500,,,,,慰霊祭,1,,,,,,,,,,,,,
8501,,,,,対面,1,,,,,,,,,,,,,
8502,,,,,新法,1,,,,,,,,,,,,,
8503,,,,,迫撃砲,1,,,,,,,,,,,,,
8504,,,,,精密,1,,,,,,,,,,,,,
8505,,,,,軌を一に,1,,,,,,,,,,,,,
8506,,,,,機能性,1,,,,,,,,,,,,,
8507,,,,,軍拡競争,1,,,,,,,,,,,,,
8508,,,,,供与,1,,,,,,,,,,,,,
8509,,,,,偏在,1,,,,,,,,,,,,,
8510,,,,,簡略,1,,,,,,,,,,,,,
8511,,,,,近距離,1,,,,,,,,,,,,,
8512,,,,,泥縄,1,,,,,,,,,,,,,
8513,,,,,木製,1,,,,,,,,,,,,,
8514,,,,,脆弱性,1,,,,,,,,,,,,,
8515,,,,,掃海艇,1,,,,,,,,,,,,,
8516,,,,,石油備蓄,1,,,,,,,,,,,,,
8517,,,,,自家発電,1,,,,,,,,,,,,,
8518,,,,,同列,1,,,,,,,,,,,,,
8519,,,,,法等,1,,,,,,,,,,,,,
8520,,,,,手短,1,,,,,,,,,,,,,
8521,,,,,跳躍,1,,,,,,,,,,,,,
8522,,,,,自発,1,,,,,,,,,,,,,
8523,,,,,尼僧,1,,,,,,,,,,,,,
8524,,,,,万々,1,,,,,,,,,,,,,
8525,,,,,先崎,1,,,,,,,,,,,,,
8526,,,,,初歩,1,,,,,,,,,,,,,
8527,,,,,天と地,1,,,,,,,,,,,,,
8528,,,,,自殺率,1,,,,,,,,,,,,,
8529,,,,,カウンセリング,1,,,,,,,,,,,,,
8530,,,,,宿営,1,,,,,,,,,,,,,
8531,,,,,未承認,1,,,,,,,,,,,,,
8532,,,,,後期高齢者医療制度,1,,,,,,,,,,,,,
8533,,,,,連帯,1,,,,,,,,,,,,,
8534,,,,,総報酬割,1,,,,,,,,,,,,,
8535,,,,,治療費,1,,,,,,,,,,,,,
8536,,,,,難治,1,,,,,,,,,,,,,
8537,,,,,定め,1,,,,,,,,,,,,,
8538,,,,,ヘルスケア,1,,,,,,,,,,,,,
8539,,,,,九大,1,,,,,,,,,,,,,
8540,,,,,被験者,1,,,,,,,,,,,,,
8541,,,,,初頭,1,,,,,,,,,,,,,
8542,,,,,八千,1,,,,,,,,,,,,,
8543,,,,,内訳,1,,,,,,,,,,,,,
8544,,,,,後代,1,,,,,,,,,,,,,
8545,,,,,アカデミック,1,,,,,,,,,,,,,
